sector,age,gender,origin_region,italian_region,years_in_italy,italian_language_level,weekly_work_hours,knows_stp_rights,has_used_stp,er_only_healthcare,workplace_injury_12m,unmet_healthcare_need,fear_of_deportation
Gig Economy,43,Male,North Africa,Lazio,2.2,Basic,51,0,0,1,0,1,1
Gig Economy,27,Male,Sub-Saharan Africa,Lombardia,7.3,Basic,62,0,0,1,0,0,0
Domestic Work,33,Female,Sub-Saharan Africa,Campania,3.6,Basic,54,0,0,1,0,0,1
Construction,35,Female,Eastern Europe,Lazio,0.9,Basic,67,0,0,1,0,0,1
Logistics,35,Male,Middle East,Veneto,3.5,Fluent,53,0,0,1,0,1,1
Logistics,32,Male,South Asia,Lombardia,2.8,None,56,0,0,0,0,1,1
Logistics,37,Male,North Africa,Veneto,2.0,Intermediate,49,0,0,1,0,1,1
Gig Economy,35,Female,North Africa,Lombardia,0.5,None,44,0,0,1,0,0,1
Logistics,22,Male,North Africa,Toscana,2.2,None,50,0,0,1,1,1,1
Agriculture,38,Female,Sub-Saharan Africa,Piemonte,0.5,None,49,0,0,1,0,1,1
Gig Economy,39,Male,Latin America,Lombardia,0.5,None,60,0,0,1,1,1,1
Gig Economy,25,Male,North Africa,Campania,2.2,Intermediate,33,0,0,0,0,1,0
Gig Economy,32,Male,North Africa,Lombardia,1.5,Basic,60,1,1,0,0,0,1
Logistics,37,Male,Sub-Saharan Africa,Emilia-Romagna,10.4,None,67,0,0,1,0,0,1
Domestic Work,30,Male,Sub-Saharan Africa,Lazio,1.9,Fluent,51,0,0,0,0,1,1
Construction,40,Male,South Asia,Veneto,5.7,Fluent,46,0,0,1,1,0,1
Hospitality,50,Male,Eastern Europe,Veneto,3.0,Intermediate,42,0,0,1,0,1,1
Domestic Work,25,Male,Sub-Saharan Africa,Puglia,4.9,Fluent,43,1,1,1,0,1,1
Gig Economy,20,Male,Eastern Europe,Veneto,1.2,None,55,0,0,1,0,0,1
Domestic Work,34,Female,Sub-Saharan Africa,Emilia-Romagna,11.4,Fluent,48,1,0,1,0,1,1
Construction,37,Male,North Africa,Campania,3.0,Intermediate,46,1,1,0,0,1,0
Gig Economy,30,Male,North Africa,Puglia,7.1,Fluent,59,0,0,1,0,0,0
Hospitality,43,Male,Sub-Saharan Africa,Piemonte,1.8,Intermediate,68,0,0,1,0,1,1
Logistics,21,Female,South Asia,Lazio,0.5,None,56,0,0,0,0,1,1
Gig Economy,37,Male,Sub-Saharan Africa,Sicilia,4.5,Intermediate,50,0,0,1,1,1,1
Agriculture,27,Female,Eastern Europe,Campania,0.5,None,47,1,0,1,0,1,1
Logistics,45,Female,Eastern Europe,Sicilia,2.6,Basic,54,0,0,1,1,1,1
Hospitality,47,Male,Sub-Saharan Africa,Sicilia,0.9,None,59,1,0,1,0,0,1
Construction,25,Male,North Africa,Lombardia,3.9,Fluent,57,1,1,1,0,0,0
Domestic Work,27,Female,Sub-Saharan Africa,Toscana,15.5,Basic,43,0,0,1,0,0,1
Gig Economy,38,Male,Sub-Saharan Africa,Lazio,2.5,Basic,47,0,0,1,0,0,0
Hospitality,28,Male,South Asia,Lazio,6.8,Intermediate,51,0,0,1,0,1,1
Logistics,31,Female,Southeast Asia,Lazio,2.8,Fluent,55,0,0,1,0,1,1
Hospitality,32,Male,Sub-Saharan Africa,Toscana,2.7,Basic,58,0,0,0,0,0,0
Domestic Work,18,Female,Sub-Saharan Africa,Lazio,10.7,Fluent,32,0,0,0,0,0,1
Hospitality,31,Male,Sub-Saharan Africa,Lombardia,8.8,Fluent,54,0,0,1,1,0,0
Gig Economy,26,Female,South Asia,Toscana,6.2,Intermediate,52,1,0,1,1,1,1
Logistics,28,Male,Eastern Europe,Lombardia,1.4,Basic,53,0,0,1,0,1,0
Gig Economy,43,Male,South Asia,Lombardia,3.1,Intermediate,46,0,0,1,0,1,1
Agriculture,21,Male,South Asia,Lazio,1.0,Intermediate,56,1,1,1,0,0,1
Construction,38,Female,Eastern Europe,Campania,2.3,Intermediate,51,0,0,0,0,1,1
Hospitality,29,Male,Sub-Saharan Africa,Veneto,2.6,None,55,0,0,1,0,0,1
Hospitality,29,Male,Eastern Europe,Lombardia,7.1,Fluent,56,0,0,1,0,0,1
Hospitality,38,Male,North Africa,Calabria,9.1,Intermediate,38,0,0,0,0,0,1
Domestic Work,34,Female,Sub-Saharan Africa,Toscana,2.1,Basic,53,0,0,0,0,1,1
Domestic Work,36,Male,Eastern Europe,Lazio,0.5,Basic,45,0,0,1,0,1,1
Gig Economy,39,Male,South Asia,Lazio,7.9,Basic,65,0,0,1,0,0,1
Agriculture,29,Male,North Africa,Campania,0.8,Basic,50,1,1,1,0,1,1
Agriculture,27,Male,North Africa,Emilia-Romagna,3.9,Intermediate,53,0,0,1,1,1,1
Hospitality,23,Male,Sub-Saharan Africa,Lombardia,0.5,Intermediate,53,0,0,1,0,1,0
Domestic Work,25,Male,Eastern Europe,Lombardia,2.0,None,51,0,0,1,0,1,1
Gig Economy,55,Female,Southeast Asia,Sicilia,17.1,Intermediate,34,0,0,0,0,1,1
Logistics,41,Male,Middle East,Lazio,0.5,Basic,51,0,0,1,0,0,1
Gig Economy,21,Male,Eastern Europe,Campania,2.2,None,54,1,0,0,0,1,0
Hospitality,21,Male,North Africa,Sicilia,1.5,None,47,0,0,0,0,1,1
Hospitality,35,Female,Sub-Saharan Africa,Emilia-Romagna,9.4,Fluent,65,0,0,1,0,0,1
Agriculture,36,Female,Sub-Saharan Africa,Lazio,8.1,Basic,56,0,0,1,0,0,1
Hospitality,36,Female,North Africa,Toscana,1.1,Fluent,47,0,0,1,0,1,1
Agriculture,29,Male,Sub-Saharan Africa,Lombardia,0.5,None,64,0,0,1,1,1,1
Hospitality,30,Male,Southeast Asia,Toscana,3.9,Basic,67,0,0,1,0,0,1
Logistics,34,Male,Sub-Saharan Africa,Veneto,1.6,Intermediate,61,0,0,1,0,1,1
Logistics,32,Male,Sub-Saharan Africa,Piemonte,4.5,Intermediate,68,0,0,1,0,0,0
Logistics,18,Male,Sub-Saharan Africa,Puglia,0.5,Basic,71,0,0,1,0,1,1
Agriculture,30,Female,Latin America,Puglia,0.6,Basic,52,0,0,1,0,0,0
Logistics,25,Female,Eastern Europe,Puglia,4.6,Intermediate,65,0,0,1,0,0,1
Gig Economy,33,Female,Eastern Europe,Veneto,1.0,None,37,1,1,1,0,1,1
Gig Economy,55,Male,Sub-Saharan Africa,Campania,7.8,Intermediate,53,0,0,1,1,1,0
Agriculture,34,Female,Latin America,Campania,0.5,None,59,0,0,0,0,1,1
Domestic Work,29,Male,South Asia,Toscana,1.0,Basic,57,0,0,0,0,1,1
Agriculture,39,Male,Southeast Asia,Sicilia,20.0,Basic,69,0,0,1,0,1,1
Hospitality,35,Female,North Africa,Lazio,2.3,Basic,59,0,0,1,0,1,1
Hospitality,35,Male,Sub-Saharan Africa,Puglia,4.9,Basic,57,0,0,1,0,0,1
Logistics,36,Male,North Africa,Piemonte,0.8,None,62,0,0,1,0,1,1
Gig Economy,48,Male,Eastern Europe,Calabria,3.8,None,50,0,0,1,0,1,1
Hospitality,22,Female,South Asia,Sicilia,5.2,Intermediate,54,1,0,1,1,0,1
Gig Economy,35,Female,Southeast Asia,Lazio,1.5,Basic,61,0,0,1,1,0,0
Gig Economy,24,Male,North Africa,Lombardia,7.1,Fluent,62,0,0,0,0,0,1
Logistics,36,Female,Sub-Saharan Africa,Lombardia,3.7,Intermediate,56,0,0,1,0,1,1
Construction,24,Male,South Asia,Lazio,2.0,None,56,0,0,1,0,0,1
Hospitality,28,Male,North Africa,Emilia-Romagna,3.3,Intermediate,55,1,1,0,0,0,1
Hospitality,29,Female,North Africa,Piemonte,3.4,None,42,0,0,0,0,1,1
Agriculture,39,Female,North Africa,Sicilia,0.7,Basic,57,0,0,1,0,0,1
Gig Economy,39,Female,Eastern Europe,Emilia-Romagna,2.1,Fluent,62,0,0,0,0,1,0
Agriculture,22,Male,North Africa,Lombardia,1.7,Basic,54,0,0,1,0,0,0
Gig Economy,32,Female,Middle East,Lombardia,2.0,Basic,66,0,0,1,0,0,1
Hospitality,26,Male,North Africa,Lombardia,5.7,Basic,64,1,0,1,0,1,1
Construction,21,Female,Latin America,Campania,2.6,Basic,58,1,1,1,0,0,0
Construction,30,Male,South Asia,Veneto,11.3,Fluent,59,1,1,0,0,0,1
Agriculture,29,Female,Sub-Saharan Africa,Lombardia,1.4,None,52,0,0,0,0,1,1
Logistics,51,Male,Sub-Saharan Africa,Lazio,2.1,None,55,1,0,1,1,0,1
Gig Economy,35,Male,North Africa,Lombardia,6.2,Intermediate,61,0,0,1,0,0,1
Logistics,20,Male,Southeast Asia,Emilia-Romagna,3.2,Intermediate,53,0,0,1,0,1,1
Hospitality,27,Male,South Asia,Campania,3.2,Basic,63,0,0,1,0,1,0
Domestic Work,40,Male,South Asia,Veneto,0.5,Intermediate,36,0,0,1,0,0,1
Hospitality,48,Female,Southeast Asia,Campania,2.0,None,45,0,0,1,0,1,1
Domestic Work,19,Male,Sub-Saharan Africa,Puglia,1.3,Basic,63,0,0,1,1,1,1
Gig Economy,18,Female,Eastern Europe,Lazio,20.0,Intermediate,49,1,1,0,0,1,0
Hospitality,46,Male,North Africa,Veneto,1.5,None,50,0,0,1,0,0,0
Gig Economy,35,Male,Latin America,Toscana,8.6,Intermediate,60,0,0,0,0,1,0
Domestic Work,25,Male,South Asia,Veneto,4.5,Basic,57,1,0,1,0,0,1
Agriculture,36,Male,South Asia,Puglia,1.7,None,67,0,0,1,1,0,0
Construction,18,Male,North Africa,Campania,3.1,None,50,0,0,1,0,1,1
Agriculture,32,Male,Middle East,Campania,7.3,Fluent,57,1,0,1,1,0,0
Agriculture,34,Male,North Africa,Lombardia,8.6,Intermediate,62,0,0,1,0,1,0
Construction,39,Male,Sub-Saharan Africa,Emilia-Romagna,0.7,Basic,60,0,0,1,1,1,1
Hospitality,23,Male,Eastern Europe,Lazio,1.7,Basic,50,0,0,0,0,1,1
Gig Economy,32,Male,Middle East,Lombardia,1.6,Basic,51,0,0,1,0,1,1
Hospitality,24,Male,Latin America,Veneto,0.5,None,57,0,0,0,0,1,1
Domestic Work,34,Female,Middle East,Veneto,3.6,Fluent,58,0,0,1,0,0,0
Domestic Work,24,Female,South Asia,Lombardia,7.7,Fluent,54,1,0,1,0,0,0
Hospitality,28,Female,South Asia,Toscana,1.9,Intermediate,42,0,0,0,0,0,1
Agriculture,24,Male,Eastern Europe,Emilia-Romagna,5.4,None,58,0,0,1,0,0,1
Domestic Work,37,Female,Latin America,Lombardia,4.0,Intermediate,40,1,0,0,0,1,1
Hospitality,38,Female,Sub-Saharan Africa,Campania,1.9,Basic,59,0,0,1,0,1,1
Gig Economy,30,Female,Sub-Saharan Africa,Toscana,0.6,Intermediate,57,0,0,0,0,0,1
Domestic Work,32,Male,Latin America,Veneto,4.9,Basic,48,1,1,0,0,0,1
Hospitality,20,Female,South Asia,Campania,7.7,Basic,52,0,0,1,0,1,1
Agriculture,29,Female,Sub-Saharan Africa,Lazio,4.6,Basic,60,0,0,1,0,1,1
Logistics,31,Male,North Africa,Emilia-Romagna,0.5,None,59,0,0,1,1,1,0
Domestic Work,52,Female,North Africa,Puglia,1.0,None,42,0,0,0,0,1,1
Domestic Work,23,Male,Eastern Europe,Toscana,0.5,Intermediate,38,1,1,1,0,0,0
Domestic Work,43,Male,Sub-Saharan Africa,Lombardia,3.4,Intermediate,31,0,0,1,0,0,1
Gig Economy,39,Male,Eastern Europe,Campania,5.7,Fluent,60,0,0,1,0,0,1
Domestic Work,34,Female,North Africa,Sicilia,0.5,Basic,51,0,0,1,0,0,1
Construction,46,Male,North Africa,Lombardia,7.3,Basic,57,1,1,1,0,0,0
Logistics,34,Male,Eastern Europe,Calabria,3.2,Intermediate,68,1,0,1,0,0,1
Construction,35,Male,Sub-Saharan Africa,Puglia,4.7,None,44,0,0,1,0,1,1
Hospitality,31,Male,South Asia,Lombardia,14.2,Fluent,41,1,1,0,0,0,1
Gig Economy,41,Male,South Asia,Puglia,0.5,None,53,0,0,1,1,0,1
Hospitality,40,Female,Sub-Saharan Africa,Campania,9.3,Intermediate,57,0,0,1,1,1,0
Hospitality,26,Female,North Africa,Sicilia,0.5,None,41,1,0,1,0,1,1
Hospitality,21,Male,Latin America,Campania,2.0,Basic,57,1,0,0,0,0,1
Agriculture,30,Male,Eastern Europe,Campania,7.6,Basic,56,1,1,1,0,1,0
Logistics,25,Male,Latin America,Emilia-Romagna,9.5,Intermediate,51,0,0,1,0,1,1
Agriculture,31,Female,Sub-Saharan Africa,Piemonte,2.8,Intermediate,57,1,0,1,0,0,1
Hospitality,41,Male,North Africa,Lombardia,3.6,Intermediate,35,1,1,0,0,0,1
Logistics,28,Male,Sub-Saharan Africa,Emilia-Romagna,4.9,Basic,53,0,0,1,0,0,1
Gig Economy,31,Male,Sub-Saharan Africa,Lombardia,7.2,Intermediate,44,0,0,1,0,1,1
Construction,32,Female,South Asia,Lazio,0.5,Intermediate,59,1,0,1,0,1,1
Logistics,38,Female,North Africa,Lazio,6.6,None,56,0,0,1,1,1,1
Agriculture,18,Female,Middle East,Campania,2.6,Intermediate,65,1,1,0,0,0,0
Domestic Work,27,Female,South Asia,Lazio,2.4,None,27,0,0,1,0,0,1
Agriculture,33,Male,South Asia,Lombardia,2.2,Basic,53,0,0,0,0,1,0
Hospitality,41,Male,Latin America,Lombardia,2.8,Basic,59,0,0,1,0,0,1
Hospitality,28,Male,Sub-Saharan Africa,Lombardia,11.6,Intermediate,52,0,0,1,0,1,1
Domestic Work,18,Male,Latin America,Veneto,3.2,Fluent,54,1,0,1,0,1,1
Hospitality,36,Male,Eastern Europe,Puglia,12.2,Basic,40,0,0,1,0,0,0
Domestic Work,26,Male,Middle East,Lombardia,0.8,None,53,0,0,1,0,1,1
Gig Economy,22,Male,North Africa,Puglia,5.2,Intermediate,44,0,0,1,0,0,1
Domestic Work,27,Female,Eastern Europe,Toscana,6.7,Fluent,42,1,0,1,0,0,1
Construction,30,Male,North Africa,Emilia-Romagna,4.5,Basic,62,0,0,1,0,1,1
Domestic Work,27,Female,Eastern Europe,Emilia-Romagna,3.7,Intermediate,57,1,0,1,1,1,1
Logistics,18,Female,North Africa,Sicilia,3.3,Basic,66,0,0,1,0,1,0
Construction,39,Male,Sub-Saharan Africa,Lombardia,7.9,Basic,71,0,0,1,0,1,0
Gig Economy,42,Female,North Africa,Veneto,6.9,Fluent,60,0,0,1,1,1,0
Gig Economy,37,Male,North Africa,Toscana,0.5,None,43,0,0,1,1,1,0
Agriculture,22,Female,Latin America,Emilia-Romagna,7.6,Intermediate,61,1,1,1,0,0,0
Domestic Work,30,Male,Eastern Europe,Sicilia,2.1,None,45,0,0,1,0,1,1
Domestic Work,31,Female,Eastern Europe,Lombardia,1.2,Basic,64,0,0,1,0,0,1
Construction,36,Male,South Asia,Toscana,8.2,Intermediate,63,0,0,1,0,1,0
Gig Economy,37,Male,Eastern Europe,Veneto,2.3,Basic,48,0,0,1,0,0,1
Gig Economy,26,Female,North Africa,Campania,6.6,Intermediate,57,1,0,1,0,1,1
Agriculture,32,Male,Southeast Asia,Lazio,1.2,Basic,50,0,0,1,0,1,1
Hospitality,35,Female,Southeast Asia,Emilia-Romagna,0.5,None,57,0,0,0,0,1,1
Hospitality,43,Female,South Asia,Sicilia,2.7,Basic,47,1,0,1,1,0,1
Logistics,37,Female,Latin America,Veneto,0.5,Intermediate,44,1,0,1,0,0,1
Logistics,38,Female,South Asia,Sicilia,5.6,Fluent,64,1,1,0,0,1,1
Logistics,32,Female,Sub-Saharan Africa,Campania,1.3,None,65,1,1,0,1,0,1
Hospitality,43,Male,North Africa,Lombardia,2.3,None,58,1,0,1,0,1,1
Hospitality,35,Female,South Asia,Lombardia,0.5,Intermediate,53,0,0,1,0,1,0
Hospitality,25,Female,Eastern Europe,Lombardia,1.4,Basic,44,0,0,0,0,1,1
Domestic Work,43,Female,South Asia,Campania,6.1,Intermediate,38,0,0,1,0,1,1
Gig Economy,37,Male,South Asia,Lazio,0.7,Basic,42,0,0,1,0,1,1
Logistics,28,Female,North Africa,Toscana,4.2,Basic,56,0,0,1,0,0,1
Agriculture,28,Female,Eastern Europe,Toscana,10.0,Intermediate,68,0,0,0,0,0,0
Hospitality,34,Female,Southeast Asia,Lombardia,4.6,Fluent,63,0,0,1,0,1,0
Domestic Work,35,Male,Eastern Europe,Lazio,6.7,Intermediate,34,1,1,1,0,0,0
Construction,33,Male,Eastern Europe,Lazio,0.5,None,49,0,0,1,0,1,0
Hospitality,34,Male,Sub-Saharan Africa,Veneto,1.2,None,49,0,0,1,0,0,1
Gig Economy,45,Female,South Asia,Lombardia,9.0,Basic,29,0,0,1,0,1,1
Domestic Work,40,Female,South Asia,Lombardia,5.0,Intermediate,52,1,0,0,1,1,1
Domestic Work,33,Male,North Africa,Puglia,4.1,Basic,46,0,0,1,0,1,1
Gig Economy,39,Male,Eastern Europe,Piemonte,4.4,None,49,0,0,1,0,0,1
Agriculture,23,Male,North Africa,Lombardia,2.1,Fluent,70,0,0,0,0,1,1
Hospitality,35,Male,Eastern Europe,Campania,0.5,None,55,0,0,1,0,1,1
Domestic Work,46,Female,North Africa,Campania,6.1,None,44,0,0,1,0,1,1
Hospitality,30,Female,South Asia,Piemonte,4.5,Basic,59,0,0,1,0,1,1
Domestic Work,25,Male,Sub-Saharan Africa,Veneto,2.6,None,56,0,0,1,0,1,1
Agriculture,26,Male,Latin America,Lombardia,9.2,Intermediate,62,1,1,0,0,0,1
Agriculture,23,Male,Eastern Europe,Toscana,1.6,Fluent,65,0,0,0,0,0,1
Gig Economy,25,Female,Southeast Asia,Campania,1.4,Intermediate,48,0,0,1,0,1,1
Hospitality,29,Male,South Asia,Lazio,8.2,Intermediate,54,1,0,1,0,0,1
Hospitality,20,Male,Middle East,Campania,6.4,Intermediate,55,1,1,1,0,0,1
Hospitality,32,Male,Sub-Saharan Africa,Veneto,2.9,Basic,48,0,0,1,1,0,1
Hospitality,39,Female,South Asia,Lazio,0.6,None,50,0,0,1,0,1,1
Construction,24,Female,Middle East,Lazio,1.0,None,66,0,0,1,1,1,1
Logistics,44,Female,Sub-Saharan Africa,Campania,4.3,Fluent,74,1,0,1,0,1,1
Hospitality,36,Male,Eastern Europe,Lombardia,1.9,None,67,0,0,1,0,1,1
Domestic Work,40,Male,South Asia,Piemonte,7.2,Basic,37,1,0,1,0,0,0
Domestic Work,26,Male,North Africa,Lombardia,12.0,Intermediate,36,0,0,0,0,0,1
Domestic Work,38,Female,Southeast Asia,Lombardia,6.6,Intermediate,38,0,0,1,0,0,0
Domestic Work,23,Male,Sub-Saharan Africa,Emilia-Romagna,1.9,None,49,0,0,1,0,1,1
Hospitality,39,Male,Eastern Europe,Piemonte,6.2,Basic,32,0,0,1,0,1,1
Logistics,33,Female,Sub-Saharan Africa,Piemonte,1.7,Basic,53,0,0,1,0,0,1
Construction,36,Female,Eastern Europe,Veneto,0.7,Basic,66,0,0,1,0,1,1
Agriculture,22,Male,Sub-Saharan Africa,Lazio,0.5,None,67,0,0,1,1,0,1
Hospitality,24,Male,Sub-Saharan Africa,Toscana,1.9,Basic,50,0,0,1,0,1,1
Construction,36,Male,Sub-Saharan Africa,Toscana,9.4,Intermediate,51,0,0,1,0,1,1
Hospitality,24,Female,South Asia,Lazio,1.1,Intermediate,59,0,0,0,0,1,1
Hospitality,35,Female,Southeast Asia,Puglia,0.9,None,62,0,0,1,1,1,1
Gig Economy,21,Male,Sub-Saharan Africa,Lombardia,14.0,Basic,45,0,0,1,0,1,1
Gig Economy,38,Male,Sub-Saharan Africa,Calabria,0.5,None,48,0,0,1,0,1,1
Gig Economy,22,Female,North Africa,Sicilia,6.2,Fluent,45,0,0,1,0,0,1
Hospitality,36,Female,Sub-Saharan Africa,Toscana,1.6,None,44,0,0,1,0,1,1
Domestic Work,37,Male,Eastern Europe,Puglia,0.5,None,46,0,0,1,0,1,1
Logistics,26,Male,Middle East,Toscana,10.0,None,55,1,1,0,0,0,0
Hospitality,36,Male,North Africa,Lombardia,0.6,None,44,0,0,1,0,0,1
Domestic Work,34,Male,Southeast Asia,Campania,3.2,Basic,53,0,0,1,0,1,1
Domestic Work,27,Female,North Africa,Lombardia,1.3,None,51,0,0,1,0,1,1
Domestic Work,23,Female,South Asia,Campania,0.5,Basic,53,1,0,1,0,1,0
Construction,18,Female,Eastern Europe,Toscana,0.5,Basic,48,1,0,1,1,0,1
Agriculture,34,Male,North Africa,Campania,0.5,None,44,0,0,1,0,1,1
Gig Economy,19,Female,Eastern Europe,Lazio,0.5,None,53,0,0,1,1,1,1
Hospitality,32,Male,Southeast Asia,Emilia-Romagna,5.7,Basic,49,0,0,0,0,0,1
Gig Economy,29,Male,North Africa,Sicilia,2.7,None,42,0,0,1,0,1,0
Logistics,37,Male,Southeast Asia,Lombardia,1.7,Intermediate,47,0,0,0,0,0,0
Logistics,29,Male,Latin America,Campania,2.2,Fluent,55,1,1,1,0,1,1
Agriculture,29,Female,North Africa,Lombardia,10.6,Basic,72,0,0,1,0,1,1
Gig Economy,37,Male,Eastern Europe,Toscana,9.7,Basic,45,0,0,1,0,0,1
Hospitality,34,Male,Sub-Saharan Africa,Lombardia,5.0,None,46,0,0,1,0,1,0
Hospitality,34,Male,Middle East,Emilia-Romagna,8.6,Intermediate,60,1,1,0,0,1,1
Agriculture,35,Male,Eastern Europe,Lazio,1.5,Basic,61,0,0,0,1,1,1
Hospitality,19,Male,South Asia,Lombardia,1.9,Intermediate,38,0,0,0,0,1,1
Domestic Work,38,Male,Sub-Saharan Africa,Puglia,3.8,Intermediate,53,0,0,1,0,0,1
Gig Economy,36,Female,Eastern Europe,Lombardia,3.9,Basic,67,0,0,1,0,1,1
Gig Economy,23,Male,South Asia,Campania,2.6,Basic,29,0,0,0,0,1,0
Gig Economy,30,Male,South Asia,Lombardia,2.0,Basic,40,0,0,1,0,0,0
Construction,31,Male,North Africa,Veneto,17.1,Intermediate,32,0,0,1,0,1,1
Logistics,30,Female,Sub-Saharan Africa,Veneto,6.9,Intermediate,57,0,0,1,1,0,1
Agriculture,34,Male,North Africa,Lazio,2.3,Basic,67,0,0,1,0,0,0
Gig Economy,43,Male,Sub-Saharan Africa,Lombardia,5.2,Intermediate,50,0,0,1,0,0,1
Logistics,40,Male,South Asia,Campania,1.3,Basic,69,1,1,1,0,0,1
Domestic Work,21,Male,Eastern Europe,Toscana,0.5,Basic,54,1,1,1,0,0,0
Construction,36,Male,North Africa,Piemonte,1.7,Intermediate,68,0,0,1,1,1,0
Agriculture,42,Female,Sub-Saharan Africa,Veneto,2.1,Basic,69,0,0,1,0,0,0
Domestic Work,35,Female,Sub-Saharan Africa,Emilia-Romagna,0.5,Basic,44,0,0,1,0,0,1
Domestic Work,40,Male,North Africa,Lazio,6.7,Intermediate,48,1,0,0,0,1,1
Agriculture,48,Female,South Asia,Lazio,1.8,Basic,53,0,0,0,0,0,1
Construction,40,Female,South Asia,Lombardia,3.5,Basic,53,0,0,1,0,0,1
Agriculture,33,Male,South Asia,Lazio,0.5,None,60,0,0,1,0,1,1
Agriculture,40,Male,Latin America,Lazio,0.8,Basic,59,0,0,1,0,1,1
Agriculture,33,Male,Latin America,Veneto,8.8,Intermediate,70,0,0,1,0,0,0
Construction,32,Male,Latin America,Veneto,3.8,Fluent,52,1,0,1,0,1,1
Hospitality,29,Female,Eastern Europe,Puglia,12.0,Intermediate,47,0,0,1,0,1,1
Domestic Work,44,Female,Eastern Europe,Lombardia,20.0,Intermediate,41,1,0,1,1,0,0
Domestic Work,25,Female,North Africa,Emilia-Romagna,1.9,None,53,0,0,1,0,0,1
Hospitality,44,Female,Eastern Europe,Piemonte,1.4,None,43,1,1,1,1,1,1
Construction,35,Male,South Asia,Veneto,7.8,Fluent,53,0,0,0,0,1,1
Hospitality,20,Male,Eastern Europe,Lazio,20.0,Basic,65,0,0,1,0,1,1
Logistics,34,Female,Latin America,Lazio,4.0,Intermediate,60,1,0,1,0,1,1
Agriculture,18,Male,North Africa,Lombardia,6.3,Intermediate,59,1,0,1,0,1,1
Hospitality,37,Male,Sub-Saharan Africa,Lazio,6.1,Intermediate,54,1,1,0,0,1,1
Construction,39,Female,Sub-Saharan Africa,Toscana,1.8,Intermediate,46,0,0,1,0,1,1
Construction,27,Female,Eastern Europe,Lombardia,3.4,Basic,48,0,0,1,1,1,1
Gig Economy,32,Female,Eastern Europe,Lazio,7.2,Basic,48,0,0,1,0,0,1
Hospitality,47,Male,Southeast Asia,Toscana,4.7,Fluent,57,0,0,0,0,1,1
Logistics,27,Female,Sub-Saharan Africa,Piemonte,0.5,Intermediate,65,0,0,1,1,1,1
Agriculture,23,Female,Latin America,Campania,1.6,None,60,0,0,1,0,1,1
Domestic Work,43,Male,North Africa,Toscana,0.6,None,58,0,0,1,0,0,1
Agriculture,47,Female,Southeast Asia,Campania,1.1,None,72,0,0,1,0,0,1
Logistics,32,Male,North Africa,Lombardia,9.4,Basic,64,0,0,1,0,0,0
Agriculture,40,Female,North Africa,Campania,0.5,Fluent,69,0,0,0,0,0,0
Gig Economy,42,Male,North Africa,Emilia-Romagna,1.0,Basic,42,0,0,1,0,0,0
Construction,26,Male,Eastern Europe,Puglia,1.5,Basic,45,0,0,1,0,0,1
Hospitality,28,Male,Middle East,Lombardia,3.8,Fluent,59,0,0,0,0,1,1
Construction,41,Female,South Asia,Veneto,3.1,Basic,44,0,0,1,0,1,0
Gig Economy,45,Male,South Asia,Lazio,1.0,Basic,47,0,0,1,0,0,1
Domestic Work,36,Male,Middle East,Veneto,0.7,Intermediate,54,0,0,1,0,0,1
Logistics,24,Male,North Africa,Lombardia,1.1,Intermediate,69,1,1,0,0,1,1
Agriculture,47,Female,Eastern Europe,Lazio,2.8,Intermediate,57,0,0,1,0,0,1
Domestic Work,27,Male,North Africa,Piemonte,1.3,Basic,42,0,0,1,0,1,1
Hospitality,29,Male,South Asia,Veneto,11.8,Fluent,57,1,1,0,0,0,0
Domestic Work,34,Female,Latin America,Campania,2.5,None,39,1,0,1,0,1,0
Agriculture,44,Male,Eastern Europe,Lazio,0.5,Basic,58,0,0,1,1,1,0
Hospitality,38,Female,Sub-Saharan Africa,Lazio,5.2,Fluent,54,1,1,0,0,1,1
Logistics,35,Male,Sub-Saharan Africa,Campania,1.6,None,57,0,0,1,1,1,1
Agriculture,35,Female,Latin America,Sicilia,4.2,Intermediate,60,0,0,0,1,0,0
Hospitality,32,Male,South Asia,Calabria,1.3,Basic,48,0,0,1,0,1,1
Gig Economy,36,Male,Southeast Asia,Campania,3.4,None,44,0,0,1,0,1,1
Logistics,18,Female,Sub-Saharan Africa,Campania,5.9,Intermediate,52,1,0,1,0,1,1
Agriculture,29,Male,North Africa,Sicilia,10.5,Basic,47,0,0,1,0,0,1
Hospitality,33,Female,Middle East,Campania,1.2,Basic,57,0,0,1,1,1,1
Domestic Work,22,Male,Eastern Europe,Veneto,1.6,None,55,0,0,0,0,1,1
Domestic Work,35,Male,North Africa,Lazio,2.5,Fluent,54,0,0,1,1,0,0
Domestic Work,30,Male,Eastern Europe,Toscana,10.5,Basic,45,1,0,0,0,0,0
Agriculture,46,Female,Sub-Saharan Africa,Veneto,9.3,Basic,53,0,0,0,0,1,1
Hospitality,44,Male,Sub-Saharan Africa,Piemonte,0.5,None,60,1,0,1,0,1,1
Construction,28,Male,Middle East,Piemonte,0.6,Intermediate,60,1,0,1,0,1,1
Hospitality,30,Male,Latin America,Lazio,2.7,Intermediate,56,0,0,1,0,1,1
Hospitality,31,Male,Eastern Europe,Toscana,0.5,Basic,68,0,0,1,0,0,1
Logistics,28,Male,Sub-Saharan Africa,Piemonte,1.7,Basic,57,0,0,1,1,1,1
